Date,Open,High,Low,Close,Volume,Value,Change,Ticker
2019-12-10,51000,51600,50700,51500,6882771,352659899000,0.59,005930
2019-12-11,51500,52200,51400,51900,11379521,589979802358,0.78,005930
2019-12-12,53000,53300,52700,53300,29178697,1551714040400,2.7,005930
2019-12-13,54500,54800,53900,54700,18120261,987028214950,2.63,005930
2019-12-16,54500,54900,54300,54700,11512405,630059638501,0.0,005930
2019-12-17,55800,56700,55400,56700,19358433,1087303287900,3.66,005930
2019-12-18,56700,57200,56000,56300,15558208,878485590900,-0.71,005930
2019-12-19,57000,57300,55500,56000,14180520,799290537431,-0.53,005930
2019-12-20,56100,56500,55600,56000,12095519,677520520600,0.0,005930
2019-12-23,56100,56400,55100,55500,9839252,546622686828,-0.89,005930
2019-12-24,55600,55700,54800,55000,11868463,655144129100,-0.9,005930
2019-12-26,54700,55400,54400,55400,9645034,530104740900,0.73,005930
2019-12-27,55700,56900,55500,56500,12313056,692415134500,1.99,005930
2019-12-30,56200,56600,55700,55800,8356767,467929804000,-1.24,005930
2020-01-02,55500,56000,55000,55200,12993228,719663194492,-1.08,005930
2020-01-03,56000,56600,54900,55500,15422255,860206709400,0.54,005930
2020-01-06,54900,55600,54600,55500,10278951,567461518576,0.0,005930
2020-01-07,55700,56400,55600,55800,10009778,560226659600,0.54,005930
2020-01-08,56200,57400,55900,56800,23501171,1330939275000,1.79,005930
2020-01-09,58400,58600,57400,58600,24102579,1402996580240,3.17,005930
2020-01-10,58800,59700,58300,59500,16000170,945370595609,1.54,005930
2020-01-13,59600,60000,59100,60000,11359139,677775904500,0.84,005930
2020-01-14,60400,61000,59900,60000,16906295,1021497902472,0.0,005930
2020-01-15,59500,59600,58900,59000,14300928,846497803148,-1.67,005930
2020-01-16,59100,60700,59000,60700,14381774,862500254132,2.88,005930
2020-01-17,61900,62000,61000,61300,16025661,984566747211,0.99,005930
2020-01-20,62000,62800,61700,62400,12528855,781048125700,1.79,005930
2020-01-21,62000,62400,61200,61400,11142693,686991404500,-1.6,005930
2020-01-22,60500,62600,60400,62300,15339565,943882357729,1.47,005930
2020-01-23,61800,61800,60700,60800,14916555,912319470070,-2.41,005930
2020-01-28,59400,59400,58300,58800,23664541,1394361672900,-3.29,005930
2020-01-29,59100,59700,58800,59100,16446102,975344481100,0.51,005930
2020-01-30,58800,58800,56800,57200,20821939,1202914994182,-3.21,005930
2020-01-31,57800,58400,56400,56400,19749457,1132894868886,-1.4,005930
2020-02-03,55500,57400,55200,57200,23995260,1354043037985,1.42,005930
2020-02-04,57100,59000,56800,58900,21800192,1271098154792,2.97,005930
2020-02-05,60000,60200,58900,59500,19278165,1147948101875,1.02,005930
2020-02-06,60100,61100,59700,61100,14727159,889351613760,2.69,005930
2020-02-07,61100,61200,59700,60400,16402493,989081174058,-1.15,005930
2020-02-10,59200,59800,59100,59700,13107121,779716562160,-1.16,005930
2020-02-11,59800,60700,59700,59900,11071231,665611292200,0.34,005930
2020-02-12,60300,60700,59700,60500,12904207,776552625500,1.0,005930
2020-02-13,61200,61600,60500,60700,18449775,1127648710000,0.33,005930
2020-02-14,60900,61900,60200,61800,13276067,814138135400,1.81,005930
2020-02-17,61600,62000,61200,61500,8740596,538520786200,-0.49,005930
2020-02-18,60800,60900,59700,59800,16674266,1004070367400,-2.76,005930
2020-02-19,59800,60400,59400,60200,12951496,775714875900,0.67,005930
2020-02-20,60700,61300,59600,60000,14591924,880828906700,-0.33,005930
2020-02-21,58800,59800,58500,59200,13777393,817158847200,-1.33,005930
2020-02-24,57400,58100,56800,56800,25627537,1470408487400,-4.05,005930
2020-02-25,56200,58000,56200,57900,23885408,1368868270940,1.94,005930
2020-02-26,56000,57000,56000,56500,25483102,1440950384200,-2.42,005930
2020-02-27,56300,56900,55500,55900,23209541,1301501421886,-1.06,005930
2020-02-28,55000,55500,54200,54200,30054227,1642134682946,-3.04,005930
2020-03-02,54300,55500,53600,55000,30403412,1665341867719,1.48,005930
2020-03-03,56700,56900,55100,55400,30330295,1702259497750,0.73,005930
2020-03-04,54800,57600,54600,57400,24765728,1405494544044,3.61,005930
2020-03-05,57600,58000,56700,57800,21698990,1245378832100,0.7,005930
2020-03-06,56500,57200,56200,56500,18716656,1058857640100,-2.25,005930
2020-03-09,54700,55000,53600,54200,30261485,1642720550800,-4.07,005930
2020-03-10,53800,54900,53700,54600,32106554,1744478326491,0.74,005930
2020-03-11,54300,54400,52000,52100,45707281,2425785996150,-4.58,005930
2020-03-12,51000,51900,49300,50800,48149999,2436965909150,-2.5,005930
2020-03-13,47450,51600,46850,49950,59462933,2902883152100,-1.67,005930
2020-03-16,50100,50900,48800,48900,33339821,1657128732300,-2.1,005930
2020-03-17,46900,49650,46700,47300,51218151,2453541661000,-3.27,005930
2020-03-18,47750,48350,45600,45600,40152623,1896703404150,-3.59,005930
2020-03-19,46400,46650,42300,42950,56925513,2502939391663,-5.81,005930
2020-03-20,44150,45500,43550,45400,49730008,2221272156100,5.7,005930
2020-03-23,42600,43550,42400,42500,41701626,1789671838540,-6.39,005930
2020-03-24,43850,46950,43050,46950,49801908,2254620196840,10.47,005930
2020-03-25,48950,49600,47150,48650,52735922,2552010175155,3.62,005930
2020-03-26,49000,49300,47700,47800,42185129,2044314125302,-1.75,005930
2020-03-27,49600,49700,46850,48300,39896178,1931405584780,1.05,005930
2020-03-30,47050,48350,46550,47850,26797395,1268118958800,-0.93,005930
2020-03-31,48000,48500,47150,47750,30654261,1467323482646,-0.21,005930
2020-04-01,47450,47900,45800,45800,27259532,1282482561850,-4.08,005930
2020-04-02,46200,46850,45350,46800,21621076,997831026144,2.18,005930
2020-04-03,47400,47600,46550,47000,22784682,1074179776900,0.43,005930
2020-04-06,47500,48800,47250,48700,23395726,1123253804353,3.62,005930
2020-04-07,49650,50200,49000,49600,31524034,1561332868425,1.85,005930
2020-04-08,49600,49750,48600,48600,25010314,1230375023250,-2.02,005930
2020-04-09,49750,49800,48700,49100,22628058,1111936132700,1.03,005930
2020-04-10,48950,49250,48650,49250,17839111,872177014700,0.31,005930
2020-04-13,48650,48900,48300,48300,14431800,700511423000,-1.93,005930
2020-04-14,48800,49200,48300,49000,14206216,694513122356,1.45,005930
2020-04-16,49350,49350,48550,49000,23349760,1143759563262,0.0,005930
2020-04-17,50800,52000,50300,51400,32041675,1641068274800,4.9,005930
2020-04-20,51400,51400,50000,50100,21866354,1106551694407,-2.53,005930
2020-04-21,49400,49700,48700,49250,27407543,1347414680188,-1.7,005930
2020-04-22,48700,50000,48350,49850,18613864,912223008750,1.22,005930
2020-04-23,50200,50300,49500,49850,18754442,936174022950,0.0,005930
2020-04-24,49650,49750,49000,49350,15618347,771212431650,-1.0,005930
2020-04-27,49350,50000,49100,49850,14049471,697230549360,1.01,005930
2020-04-28,49850,50100,49300,50100,16095399,800260923102,0.5,005930
2020-04-29,49900,50500,49600,50000,15604533,780706354100,-0.2,005930
2020-05-04,48900,49100,48500,48500,26083749,1270816552521,-3.0,005930
2020-05-06,49000,49200,48500,49200,18070225,882453648920,1.44,005930
2020-05-07,49200,49300,48700,48800,13884411,679668516460,-0.81,005930
2020-05-08,49100,49350,48800,48800,15319700,752271196120,0.0,005930
2020-05-11,48900,49250,48300,48400,16357743,797523862042,-0.82,005930
2020-05-12,48400,48500,47550,47900,23433590,1122420047086,-1.03,005930
2020-05-13,47250,48550,47200,48550,20223277,966405911050,1.36,005930
2020-05-14,47750,48100,47650,48000,19305974,924043501923,-1.13,005930
2020-05-15,48400,48450,47700,47850,18463118,887550446744,-0.31,005930
2020-05-18,47950,49100,47600,48800,20481981,995409039450,1.99,005930
2020-05-19,50100,50500,49700,50300,25168295,1261317730005,3.07,005930
2020-05-20,50000,50200,49800,50000,14896899,744469755655,-0.6,005930
2020-05-21,50300,50400,49850,49950,14949266,748343432800,-0.1,005930
2020-05-22,49600,49800,48600,48750,19706284,965729655667,-2.4,005930
2020-05-25,48750,48900,48450,48850,14337913,698563353200,0.21,005930
2020-05-26,48700,49450,48600,49250,15127490,742843644150,0.82,005930
2020-05-27,48950,50000,48800,49900,19548479,969951903266,1.32,005930
2020-05-28,51100,51200,49900,50400,31309318,1585346422778,1.0,005930
2020-05-29,50000,50700,49700,50700,27596961,1390445842147,0.6,005930
2020-06-01,50800,51200,50600,51200,16949183,864647248100,0.99,005930
2020-06-02,51000,51500,50800,51400,14247933,730124279860,0.39,005930
2020-06-03,51800,55000,51700,54500,49257814,2655435431458,6.03,005930
2020-06-04,55800,57000,54600,54600,40220334,2236419728472,0.18,005930
2020-06-05,54400,55900,54000,55500,22743629,1254429842650,1.65,005930
2020-06-08,56400,56500,54700,54900,25634965,1418831067805,-1.08,005930
2020-06-09,55800,56500,54400,55500,23998831,1326558066100,1.09,005930
2020-06-10,55100,55900,54900,55400,16742493,927393114690,-0.18,005930
2020-06-11,54500,55100,53200,54300,33815123,1832273837760,-1.99,005930
2020-06-12,52100,52800,51500,52300,26976019,1410310719795,-3.68,005930
2020-06-15,51400,52000,49900,49900,28772921,1468000064800,-4.59,005930
2020-06-16,51200,52100,50600,52100,21808375,1124878770600,4.41,005930
2020-06-17,52100,52900,51300,52200,26672595,1390772012000,0.19,005930
2020-06-18,52200,52300,51600,52300,15982926,830793475311,0.19,005930
2020-06-19,52600,52900,51600,52900,18157985,950404357573,1.15,005930
2020-06-22,52000,52600,51800,52000,13801350,720717590485,-1.7,005930
2020-06-23,52500,52800,51100,51400,18086152,937055386584,-1.15,005930
2020-06-24,51900,53900,51600,52900,24519552,1301305533100,2.92,005930
