Date,Open,High,Low,Close,Volume,Value,Change,Ticker
2018-05-03,0,0,0,53000,0,0,0.0,005930
2018-05-04,53000,53900,51800,51900,39565391,2078017927600,-2.08,005930
2018-05-08,52600,53200,51900,52600,23104720,1218273031700,1.35,005930
2018-05-09,52600,52800,50900,50900,16128305,831371915380,-3.23,005930
2018-05-10,51700,51700,50600,51600,13905263,712205749565,1.38,005930
2018-05-11,52000,52200,51200,51300,10314997,533764972575,-0.58,005930
2018-05-14,51000,51100,49900,50100,14909272,749531511450,-2.34,005930
2018-05-15,50200,50400,49100,49200,18709146,925775247300,-1.8,005930
2018-05-16,49200,50200,49150,49850,15918683,792346440425,1.32,005930
2018-05-17,50300,50500,49400,49400,10365440,515599228500,-0.9,005930
2018-05-18,49900,49900,49350,49500,6706570,332486703661,0.2,005930
2018-05-21,49650,50200,49100,50000,9020998,449244900046,1.01,005930
2018-05-23,50600,52000,50400,51800,17095490,878626895925,3.6,005930
2018-05-24,52000,52000,51100,51400,8289275,426263538776,-0.77,005930
2018-05-25,51000,52800,50800,52700,15207266,795151216200,2.53,005930
2018-05-28,52500,53000,52000,52300,9787820,513194269572,-0.76,005930
2018-05-29,52200,52500,51300,51300,8480437,437715454500,-1.91,005930
2018-05-30,51300,51500,49100,49500,20498098,1026412975306,-3.51,005930
2018-05-31,50400,50800,49850,50700,63491109,3160206301240,2.42,005930
2018-06-01,50500,51700,49950,51300,13038499,665063170392,1.18,005930
2018-06-04,50800,51200,50700,51100,9767171,498093853200,-0.39,005930
2018-06-05,51100,51400,50400,51300,9144100,465525312900,0.39,005930
2018-06-07,51800,51800,50500,50600,13590016,692915776683,-1.36,005930
2018-06-08,50200,50400,49600,49650,16951706,845302641812,-1.88,005930
2018-06-11,49750,50300,49350,49900,10571312,526740265568,0.5,005930
2018-06-12,49700,49800,49250,49400,12110569,598928631825,-1.0,005930
2018-06-14,49000,49000,48200,48200,20971729,1015090960043,-2.43,005930
2018-06-15,48500,48700,47650,47650,17080892,819652618343,-1.14,005930
2018-06-18,47600,47650,46200,46600,16661870,776901880750,-2.2,005930
2018-06-19,47200,47350,46500,47000,15217971,715277180200,0.86,005930
2018-06-20,47450,47600,46850,47000,12959316,611839591840,0.0,005930
2018-06-21,47900,47900,47050,47050,10015541,474358097500,0.11,005930
2018-06-22,47000,47250,46200,47250,10298006,481759277650,0.43,005930
2018-06-25,47050,47050,46150,46650,10587711,493006053900,-1.27,005930
2018-06-26,45900,47300,45900,47000,11223166,523396347150,0.75,005930
2018-06-27,47450,48500,47000,47950,15274752,728040991376,2.02,005930
2018-06-28,46850,47150,46600,46800,12784800,598306028303,-2.4,005930
2018-06-29,46250,47150,46200,46650,14099635,657784718850,-0.32,005930
2018-07-02,46500,47150,45500,45550,13112253,606565716120,-2.36,005930
2018-07-03,45750,46450,45750,46150,10959655,505688358350,1.32,005930
2018-07-04,46700,47050,46050,46250,8776763,408109538714,0.22,005930
2018-07-05,46100,46550,45600,45950,7039773,323467849000,-0.65,005930
2018-07-06,45500,45850,44650,44900,17843706,803677947100,-2.29,005930
2018-07-09,45500,46100,45200,45600,11602464,529092247400,1.56,005930
2018-07-10,46200,46550,46100,46300,10528665,487990716750,1.54,005930
2018-07-11,46400,46450,45400,46000,11224077,515223640592,-0.65,005930
2018-07-12,45900,46250,45450,45500,11828104,541036686150,-1.09,005930
2018-07-13,45800,46500,45750,46500,11543389,533402245850,2.2,005930
2018-07-16,46800,46800,46000,46050,7678719,356079488741,-0.97,005930
2018-07-17,46150,46200,45600,45850,8892953,408291768123,-0.43,005930
2018-07-18,46700,47200,46450,46550,10952645,511712248050,1.53,005930
2018-07-19,47050,47200,46600,46900,9880128,464089308875,0.75,005930
2018-07-20,47000,47600,46700,47450,10474547,493877704023,1.17,005930
2018-07-23,47100,47200,46150,46500,10823782,503026610900,-2.0,005930
2018-07-24,46350,46600,45950,46150,8261363,381832267160,-0.75,005930
2018-07-25,46250,46550,45900,46150,7222471,333206138150,0.0,005930
2018-07-26,46100,47000,46000,46900,7374946,344072402800,1.63,005930
2018-07-27,46450,47000,46450,46900,4762460,222452463126,0.0,005930
2018-07-30,46550,46800,46350,46500,5723035,266137814450,-0.85,005930
2018-07-31,46200,46450,46000,46250,8033607,371441937700,-0.54,005930
2018-08-01,46050,46850,46050,46550,7484499,347628686461,0.65,005930
2018-08-02,46550,46800,45500,45550,8560924,393892682650,-2.15,005930
2018-08-03,45850,45900,45450,45750,8274944,377640097734,0.44,005930
2018-08-06,46150,46150,45750,45800,6771979,311102588350,0.11,005930
2018-08-07,46300,46750,45900,46700,9058174,421267477875,1.97,005930
2018-08-08,47000,47000,46550,46800,6429338,300496036000,0.21,005930
2018-08-09,47000,47050,46450,46900,12010886,562115508475,0.21,005930
2018-08-10,46150,46400,44850,45400,16670643,757074407100,-3.2,005930
2018-08-13,44950,45100,44650,45050,9803831,440074792600,-0.77,005930
2018-08-14,44850,45400,44850,45150,6409259,289642674700,0.22,005930
2018-08-16,43800,44650,43700,44250,10088229,445397794650,-1.99,005930
2018-08-17,44050,44400,44050,44100,6808747,300777618579,-0.34,005930
2018-08-20,43500,44200,43500,43850,7289124,319179967555,-0.57,005930
2018-08-21,43700,44900,43700,44800,9520270,423682844807,2.17,005930
2018-08-22,45150,46200,44900,46100,11641656,532916173650,2.9,005930
2018-08-23,46150,46200,45700,46200,6730918,309343270650,0.22,005930
2018-08-24,45900,46400,45550,46150,6582535,302213248900,-0.11,005930
2018-08-27,46100,46550,46000,46300,5263782,243696166492,0.33,005930
2018-08-28,46800,46950,46300,46550,7365976,343322898494,0.54,005930
2018-08-29,46750,46800,46400,46800,5572374,259964187606,0.54,005930
2018-08-30,46950,47950,46700,47650,12193231,580258547207,1.82,005930
2018-08-31,47100,48450,47000,48450,13577454,652318032746,1.68,005930
2018-09-03,48200,48300,47300,47450,8595084,409459975273,-2.06,005930
2018-09-04,47550,47800,47200,47650,6791255,323146318571,0.42,005930
2018-09-05,47300,47450,46400,46600,9139998,429157782662,-2.2,005930
2018-09-06,46200,46400,45800,46100,9040553,416318421951,-1.07,005930
2018-09-07,44500,45200,44400,44900,18285508,819215923241,-2.6,005930
2018-09-10,45450,45550,45000,45500,9979838,452309806832,1.34,005930
2018-09-11,45550,45900,45050,45050,9865790,447167292954,-0.99,005930
2018-09-12,44900,45100,44500,44550,12995269,580625526020,-1.11,005930
2018-09-13,44550,44750,44000,44050,18277942,807794526518,-1.12,005930
2018-09-14,45000,45850,44900,45850,12446344,567635309851,4.09,005930
2018-09-17,45550,45800,44900,45150,8123384,367361318550,-1.53,005930
2018-09-18,44950,45900,44700,45500,9987090,454869947826,0.78,005930
2018-09-19,46000,46200,45700,46150,9367454,430987483700,1.43,005930
2018-09-20,46850,47600,46400,47250,13536966,638838502250,2.38,005930
2018-09-21,46550,47550,46550,47400,14476906,682177094783,0.32,005930
2018-09-27,46950,47500,46450,47500,15804586,742801242496,0.21,005930
2018-09-28,47250,47250,46300,46450,11270515,526127504500,-2.21,005930
2018-10-01,46450,46800,45800,46350,6354983,293932571121,-0.22,005930
2018-10-02,46450,46700,45700,45700,6607188,304304412500,-1.4,005930
2018-10-04,45150,45600,44700,44700,11865327,533018469730,-2.19,005930
2018-10-05,44800,45500,44550,44700,10544165,472928025851,0.0,005930
2018-10-08,44200,45200,44200,44950,6759464,303659853438,0.56,005930
2018-10-10,45250,45500,44500,45300,10341349,467913195347,0.78,005930
2018-10-11,44000,44650,43100,43100,19324537,844343711668,-4.86,005930
2018-10-12,43200,44650,43200,44000,12640906,555819477084,2.09,005930
2018-10-15,44050,44050,43350,43800,7434522,324349864008,-0.45,005930
2018-10-16,43700,44150,43350,43600,6825677,298409521650,-0.46,005930
2018-10-17,44150,44500,44000,44150,8306193,367501442800,1.26,005930
2018-10-18,43950,44450,43700,44050,8347725,368459881850,-0.23,005930
2018-10-19,43900,44150,43450,43900,7842520,343941369439,-0.34,005930
2018-10-22,43450,43950,43200,43550,8357648,364048308122,-0.8,005930
2018-10-23,43300,43450,42550,43050,9531231,410359339378,-1.15,005930
2018-10-24,43050,43100,42250,42550,13522825,575195361250,-1.16,005930
2018-10-25,40600,41550,40550,41000,19338170,793655503846,-3.64,005930
2018-10-26,41100,41300,40400,41000,14413864,589371007778,0.0,005930
2018-10-29,40850,41950,40550,41400,14460521,597885768395,0.98,005930
2018-10-30,41400,43000,41000,42350,14205190,604196474977,2.29,005930
2018-10-31,42900,43350,41700,42400,17621480,747032941791,0.12,005930
2018-11-01,42450,42950,42150,42150,13423132,570459206662,-0.59,005930
2018-11-02,43050,44250,42800,44150,16517112,716242611700,4.74,005930
2018-11-05,43750,43800,42900,43800,9426777,409145234602,-0.79,005930
2018-11-06,43750,43800,42950,43750,7713625,335005850955,-0.11,005930
2018-11-07,43600,44500,43400,44000,11553998,508909458050,0.57,005930
2018-11-08,44900,45050,44050,44050,12617397,562057316672,0.11,005930
2018-11-09,44450,44850,43900,44300,7318500,324257144750,0.57,005930
2018-11-12,43850,45250,43700,45200,8552566,383762517836,2.03,005930
2018-11-13,43900,44500,43400,44500,9311126,410326698042,-1.55,005930
2018-11-14,44500,44500,43800,44100,6783344,298839918986,-0.9,005930
2018-11-15,44050,44350,43500,44250,5864067,258043393106,0.34,005930
2018-11-16,44600,44750,43700,44000,7777124,343558543950,-0.56,005930
2018-11-19,44050,44250,43450,43650,7538720,329484578450,-0.8,005930
2018-11-20,42450,43000,42100,42800,9420664,402663272818,-1.95,005930
2018-11-21,41800,42300,41800,42100,10769589,452948578450,-1.64,005930
2018-11-22,42000,42650,42000,42450,5970796,253026136500,0.83,005930
2018-11-23,42450,42600,41900,42400,5192638,219016162650,-0.12,005930
2018-11-26,42150,42800,42100,42600,6613009,281292956782,0.47,005930
2018-11-27,42900,43100,42500,43050,8367091,358411353235,1.06,005930
2018-11-28,42800,43200,42750,43150,6943099,298451186806,0.23,005930
2018-11-29,43850,43850,42900,43150,8473511,367283420273,0.0,005930
2018-11-30,43450,44000,41750,41850,19775519,838775278782,-3.01,005930
2018-12-03,42750,43400,42400,43250,12110702,521013724675,3.35,005930
2018-12-04,42650,42900,41900,42150,14347746,605987183391,-2.54,005930
2018-12-05,40900,41750,40850,41450,12631983,522454917535,-1.66,005930
2018-12-06,40600,41100,40450,40500,14251826,579350131900,-2.29,005930
2018-12-07,40900,41400,40850,40950,11433083,469836158250,1.11,005930
2018-12-10,40450,40650,40000,40200,14892263,598916715336,-1.83,005930
2018-12-11,40600,40700,40200,40250,10638766,429054464300,0.12,005930
2018-12-12,40250,40700,40150,40450,12024279,486186060392,0.5,005930
2018-12-13,40650,40750,40000,40000,26254646,1054672523100,-1.11,005930
2018-12-14,40200,40200,38700,38950,19671783,768559029290,-2.63,005930
2018-12-17,38650,39600,38650,39150,11532968,452402501320,0.51,005930
2018-12-18,38300,39200,38300,38900,11042101,429736490346,-0.64,005930
2018-12-19,38900,39350,38850,39100,9942037,388002233278,0.51,005930
2018-12-20,38600,39100,38500,38650,11937617,462009678419,-1.15,005930
2018-12-21,38200,38650,38100,38650,14947080,575188706454,0.0,005930
2018-12-24,38500,39050,38300,38800,9729530,376007004600,0.39,005930
2018-12-26,38400,38750,38300,38350,12707675,488546395500,-1.16,005930
2018-12-27,38700,38800,38100,38250,10510643,403520824950,-0.26,005930
2018-12-28,38250,38900,38200,38700,9900267,382575637240,1.18,005930
2019-01-02,39400,39400,38550,38750,7847664,304682623050,0.13,005930
2019-01-03,38300,38550,37450,37600,12471493,472966535350,-2.97,005930
2019-01-04,37450,37600,36850,37450,14108958,525403005097,-0.4,005930
2019-01-07,38000,38900,37800,38750,12748997,490833164150,3.47,005930
2019-01-08,38000,39200,37950,38100,12756554,491578269750,-1.68,005930
2019-01-09,38650,39600,38300,39600,17452708,683003582870,3.94,005930
2019-01-10,40000,40150,39600,39800,14731699,587063456542,0.51,005930
2019-01-11,40350,40550,39950,40500,11661063,470286278900,1.76,005930
2019-01-14,40450,40700,39850,40050,11984996,481959001650,-1.11,005930
2019-01-15,40050,41100,39850,41100,11492756,468237873750,2.62,005930
2019-01-16,41150,41450,40700,41450,8491595,349967824950,0.85,005930
2019-01-17,41700,42100,41450,41950,11736903,491376805142,1.21,005930
2019-01-18,42000,42400,41950,42300,11029256,465779014650,0.83,005930
2019-01-21,42700,42750,41900,42750,11355701,482175851350,1.06,005930
2019-01-22,42750,42850,41850,42150,9964356,420046904750,-1.4,005930
2019-01-23,41350,42250,41350,42000,11071079,463297064600,-0.36,005930
2019-01-24,43050,43100,42350,43050,14747623,632002060800,2.5,005930
2019-01-25,44300,44750,43750,44750,22789395,1009867914800,3.95,005930
2019-01-28,45000,45500,44600,45050,17998914,812165597086,0.67,005930
2019-01-29,45050,45500,44350,45500,16215017,729601104797,1.0,005930
2019-01-30,44800,46400,44800,46400,17505980,802319669700,1.98,005930
2019-01-31,46650,47050,46150,46150,21621145,1007418016957,-0.54,005930
2019-02-01,46650,46950,46250,46350,13832454,644179617419,0.43,005930
2019-02-07,46800,47100,46200,46200,15872001,739207112566,-0.32,005930
2019-02-08,45700,45700,44650,44800,12689196,571010653800,-3.03,005930
2019-02-11,44500,45000,44250,45000,11125044,496105674534,0.45,005930
2019-02-12,44650,46250,44650,46050,13184367,604234331980,2.33,005930
2019-02-13,46400,46700,46000,46200,11299738,522769115550,0.33,005930
2019-02-14,46600,47500,46150,47500,17259341,808870207486,2.81,005930
2019-02-15,46750,46850,45650,46050,10554643,487928325500,-3.05,005930
2019-02-18,46500,46850,45850,46200,8183728,379385585300,0.33,005930
2019-02-19,45850,46150,45450,45950,6741395,309243749000,-0.54,005930
2019-02-20,46750,47100,46500,46900,11506720,538847352577,2.07,005930
2019-02-21,46500,47200,46200,46950,8694009,406411552100,0.11,005930
2019-02-22,46500,47150,46450,47150,6895772,322775255100,0.43,005930
2019-02-25,47400,47550,47050,47350,7484716,354011544900,0.42,005930
2019-02-26,47350,47450,46500,46750,7985547,374675186100,-1.27,005930
2019-02-27,47000,47250,46750,46750,8045211,377808474774,0.0,005930
2019-02-28,46400,46500,45100,45100,23569321,1073228686350,-3.53,005930
2019-03-04,46000,46100,44800,44850,12926539,585692172641,-0.55,005930
2019-03-05,44600,45100,44150,44250,10612405,471638443200,-1.34,005930
2019-03-06,44000,44300,43700,44000,10202544,447977041138,-0.56,005930
2019-03-07,43400,44950,43400,44450,11049749,490121520107,1.02,005930
2019-03-08,44450,44800,43800,43800,7729069,340351298588,-1.46,005930
2019-03-11,44400,44450,43650,43650,10717408,471357939175,-0.34,005930
2019-03-12,44300,44950,44150,44650,11431977,508997113650,2.29,005930
2019-03-13,44250,44450,43700,43850,8108343,356447378500,-1.79,005930
2019-03-14,43700,44300,43550,43850,18039161,789951149450,0.0,005930
2019-03-15,43800,44250,43700,44200,16814163,740350091250,0.8,005930
2019-03-18,43950,44150,43450,43700,8188876,357784123950,-1.13,005930
2019-03-19,43750,43900,43550,43900,7609563,333042841600,0.46,005930
2019-03-20,43800,44200,43100,44050,9846242,429486262650,0.34,005930
2019-03-21,44600,46250,44050,45850,21138016,966296342038,4.09,005930
2019-03-22,46850,47000,46250,46550,12535911,583256207100,1.53,005930
2019-03-25,45300,45650,44800,45500,8699728,394433133810,-2.26,005930
2019-03-26,45500,45700,44900,45250,9729811,440019808489,-0.55,005930
2019-03-27,44750,45600,44250,45350,9568081,430843286900,0.22,005930
2019-03-28,44950,45200,44300,44850,6821306,306038310100,-1.1,005930
2019-03-29,44500,44900,44200,44650,11491713,511623621750,-0.45,005930
2019-04-01,45200,45450,44850,45050,7362129,332300460800,0.9,005930
2019-04-02,45550,46100,45350,45750,9480688,433628262650,1.55,005930
2019-04-03,46750,46750,45800,46600,12436570,576545187625,1.86,005930
2019-04-04,46150,47100,46150,46950,12650168,591478058953,0.75,005930
2019-04-05,46950,47550,46600,46850,8546339,401643883300,-0.21,005930
2019-04-08,47250,47250,46150,46650,8507909,397148497800,-0.43,005930
2019-04-09,46700,46950,46200,46650,6878761,320647245000,0.0,005930
2019-04-10,46400,46700,46050,46700,11883995,550967366221,0.11,005930
2019-04-11,46700,46800,46150,46250,13697399,634752144300,-0.96,005930
2019-04-12,46050,46900,46000,46850,7668936,357084147550,1.3,005930
2019-04-15,47150,47500,47000,47050,8733019,412633207600,0.43,005930
2019-04-16,47400,47400,46800,47250,7730881,364272720183,0.43,005930
2019-04-17,47300,47600,47000,47050,5513658,260238026450,-0.42,005930
2019-04-18,47200,47250,45500,45600,12808747,589351882300,-3.08,005930
2019-04-19,45750,46000,45250,45300,8479710,386062293847,-0.66,005930
2019-04-22,45400,45900,45100,45350,6006957,273125405900,0.11,005930
2019-04-23,45050,45500,45000,45200,6920566,313179774125,-0.33,005930
2019-04-24,45400,45650,44150,44750,13299267,594100467458,-1.0,005930
2019-04-25,44250,45000,44100,44650,10868965,485378095190,-0.22,005930
2019-04-26,44200,45000,43800,44850,9739982,434008341453,0.45,005930
2019-04-29,45150,46150,45100,46150,8777517,401124009550,2.9,005930
2019-04-30,46000,46300,45350,45850,11121273,509855767200,-0.65,005930
2019-05-02,45500,46150,45400,45900,8625126,395453520550,0.11,005930
2019-05-03,45900,46050,45300,45300,6562916,298782689050,-1.31,005930
2019-05-07,45250,45300,44400,44850,12014907,538125202400,-0.99,005930
2019-05-08,44300,44850,44200,44250,10398754,462086636050,-1.34,005930
2019-05-09,43900,44250,42450,42450,23029718,993611649785,-4.07,005930
2019-05-10,42600,43450,42450,42900,14579512,624673461000,1.06,005930
2019-05-13,42500,43200,42350,42650,7635079,326874119000,-0.58,005930
2019-05-14,41300,43100,41300,42650,11563730,491109676200,0.0,005930
2019-05-15,42700,43050,42550,42550,7670185,327973978000,-0.23,005930
2019-05-16,42350,42400,41350,41550,13687828,572149879612,-2.35,005930
2019-05-17,41950,42050,40850,41200,13357951,554484416170,-0.84,005930
2019-05-20,41650,42100,41550,42000,15752397,659809912200,1.94,005930
2019-05-21,42600,43950,42350,43150,18812133,815224371474,2.74,005930
2019-05-22,43700,43800,42400,43500,11033339,477853598650,0.81,005930
2019-05-23,43900,44000,43250,43850,12259006,536198002640,0.8,005930
2019-05-24,43800,43800,42400,42700,13966305,599084523862,-2.62,005930
2019-05-27,42500,43000,42350,42650,8066669,344043547350,-0.12,005930
2019-05-28,42550,42950,42150,42550,24506881,1042865612000,-0.23,005930
2019-05-29,41850,42100,41300,41800,14930618,623333158995,-1.76,005930
2019-05-30,42200,42700,42150,42550,11766018,499609785843,1.79,005930
2019-05-31,42600,42800,42150,42500,11365999,483166570320,-0.12,005930
2019-06-03,42950,43900,42500,43800,15466580,673362393454,3.06,005930
2019-06-04,43400,43700,43000,43450,9913497,429427885923,-0.8,005930
2019-06-05,44050,44200,43700,43900,12464135,548114387962,1.04,005930
2019-06-07,43600,44350,43450,44200,11683682,513994258914,0.68,005930
2019-06-10,44300,44850,44050,44800,8792182,391890812549,1.36,005930
2019-06-11,44800,45000,44550,44850,6664872,298796054387,0.11,005930
2019-06-12,44800,45050,44300,44600,8607439,384320254600,-0.56,005930
2019-06-13,44200,44400,43400,43750,16906541,740494046450,-1.91,005930
2019-06-14,43750,44150,43300,44000,9322873,408762663250,0.57,005930
2019-06-17,43750,44050,43400,43900,11890424,521513724525,-0.23,005930
2019-06-18,43750,44500,43650,44350,7994928,353712380200,1.03,005930
2019-06-19,45450,45450,45000,45350,10417690,471407748782,2.25,005930
2019-06-20,44850,45500,44850,45500,7147785,323655518900,0.33,005930
2019-06-21,45750,45800,45200,45700,9454913,430710891468,0.44,005930
2019-06-24,45200,45800,45200,45500,6085066,276882466792,-0.44,005930
2019-06-25,45200,45800,45200,45600,7076774,322055494450,0.22,005930
2019-06-26,45800,46000,45600,45700,9226097,422131883650,0.22,005930
2019-06-27,46000,46600,45750,46500,12603534,583888994023,1.75,005930
2019-06-28,47000,47000,46700,47000,12949231,607214695012,1.08,005930
2019-07-01,47350,47400,46250,46600,11383522,531568615560,-0.85,005930
2019-07-02,46200,46900,45850,46250,8463073,393048199550,-0.75,005930
2019-07-03,45750,46350,45200,45400,9669368,441064910450,-1.84,005930
2019-07-04,45250,46200,45250,46000,6365573,291453618600,1.32,005930
2019-07-05,45950,45950,45250,45650,7235395,329446758350,-0.76,005930
2019-07-08,44750,44800,44350,44400,7823843,348372973250,-2.74,005930
2019-07-09,44850,45450,44700,45100,7646421,344766406100,1.58,005930
2019-07-10,45550,46150,45500,45550,9253930,424302255500,1.0,005930
2019-07-11,46350,46550,46150,46200,10989751,509185216650,1.43,005930
2019-07-12,46350,46400,45800,46300,5245804,242358883168,0.22,005930
2019-07-15,45950,46650,45750,46450,4717226,218263191350,0.32,005930
2019-07-16,46450,46850,46300,46850,7407824,345958239250,0.86,005930
2019-07-17,46150,46350,45950,46050,5216602,240498161650,-1.71,005930
2019-07-18,46450,46450,45650,46100,5143554,236877510134,0.11,005930
2019-07-19,46650,46950,46600,46800,8819393,412852787848,1.52,005930
2019-07-22,46800,47300,46600,47200,9009109,424205013600,0.85,005930
2019-07-23,47350,47550,47050,47300,9061381,429349238170,0.21,005930
2019-07-24,47100,47150,46250,46400,8756522,409321465430,-1.9,005930
2019-07-25,47150,47200,46600,47200,8408838,395532731225,1.72,005930
2019-07-26,46650,47150,46550,47150,7873886,369298053350,-0.11,005930
2019-07-29,46800,47050,46000,46100,6856846,317737125350,-2.23,005930
2019-07-30,46300,46850,46300,46550,5551014,258641150150,0.98,005930
2019-07-31,46200,46600,45000,45350,12872916,587387120481,-2.58,005930
2019-08-01,44900,45500,44850,45200,7811181,352893515167,-0.33,005930
2019-08-02,44550,45500,44300,44950,12151374,544793370731,-0.55,005930
2019-08-05,44350,44600,43600,43950,14214086,625945825644,-2.22,005930
2019-08-06,42500,43800,42500,43500,15083824,654804702700,-1.02,005930
2019-08-07,43600,43900,43100,43200,10002533,434499731150,-0.69,005930
2019-08-08,43250,43500,42650,42650,16926881,728073989762,-1.27,005930
2019-08-09,43250,43350,43050,43150,9685147,418719202234,1.17,005930
2019-08-12,44000,44000,43550,43700,8466169,370531220719,1.27,005930
2019-08-13,43500,43500,42950,43000,7276979,314190574087,-1.6,005930
2019-08-14,43900,44250,43500,43700,8750135,383427243850,1.63,005930
2019-08-16,43800,43900,43300,43900,9528115,416192236090,0.46,005930
2019-08-19,44350,44350,43500,43600,6014218,263401487628,-0.68,005930
2019-08-20,43950,44600,43550,44450,8434205,372091601275,1.95,005930
2019-08-21,44350,44800,44150,44500,6571717,292348877350,0.11,005930
2019-08-22,44500,44700,43850,44050,8061177,355618836720,-1.01,005930
2019-08-23,43800,44200,43650,43950,5017381,220739412887,-0.23,005930
2019-08-26,43050,43800,42950,43600,7954949,344832138542,-0.8,005930
2019-08-27,43650,44200,43600,44050,16883932,742426393550,1.03,005930
2019-08-28,44100,44400,43750,44150,5758333,254051709450,0.23,005930
2019-08-29,44200,44200,43050,43400,10768862,470572328400,-1.7,005930
2019-08-30,43750,44300,43750,44000,9899073,436336508825,1.38,005930
2019-09-02,44850,44850,43650,43800,7185537,315990555191,-0.45,005930
2019-09-03,43550,43650,43100,43250,9774941,423350120096,-1.26,005930
2019-09-04,43250,44100,43150,44100,12441837,541987335135,1.97,005930
2019-09-05,44800,46100,44450,45700,18297430,832665319906,3.63,005930
2019-09-06,46500,46500,45850,46300,9896562,457523733862,1.31,005930
2019-09-09,46450,47000,46300,46900,9434157,441487237614,1.3,005930
2019-09-10,47100,47200,46550,47000,9231792,433164412079,0.21,005930
2019-09-11,47300,47400,46800,47150,16141619,761316760839,0.32,005930
2019-09-16,47000,47100,46400,47100,15550926,728202586041,-0.11,005930
2019-09-17,47000,47100,46800,46900,7006280,328706028343,-0.42,005930
2019-09-18,46900,47700,46800,47700,10413027,494000382350,1.71,005930
2019-09-19,48050,49200,47850,49150,16461413,803291510354,3.04,005930
2019-09-20,49400,49600,49100,49200,15460210,763186888796,0.1,005930
2019-09-23,49250,49300,49000,49300,7568553,372222879052,0.2,005930
2019-09-24,49050,49650,48850,49500,7871955,387800287488,0.41,005930
2019-09-25,49200,49350,48800,48900,9187141,450710752494,-1.21,005930
2019-09-26,49000,49250,48900,49200,8494756,416997074010,0.61,005930
2019-09-27,48000,48700,48000,48400,8048041,389082071548,-1.63,005930
2019-09-30,48050,49250,47900,49050,9497119,462639969057,1.34,005930
2019-10-01,48900,49100,48650,48850,6206035,303325772450,-0.41,005930
2019-10-02,48350,48400,47600,47600,8382463,401924907550,-2.56,005930
2019-10-04,47400,48650,47350,48000,9331695,448302388700,0.84,005930
2019-10-07,48350,48700,47650,47750,7047273,338656459900,-0.52,005930
2019-10-08,47900,49000,47600,48900,14239367,689495282584,2.41,005930
2019-10-10,48200,49200,48000,48550,18639855,904488044211,-0.72,005930
2019-10-11,49000,49450,48800,49150,7783275,382773784700,1.24,005930
2019-10-14,50000,50300,49850,50000,11130635,557617555504,1.73,005930
2019-10-15,49900,50200,49900,50100,6058105,303431646175,0.2,005930
2019-10-16,50700,50900,50400,50700,9136282,462745898500,1.2,005930
2019-10-17,50500,50600,50100,50500,6701380,337530648575,-0.39,005930
2019-10-18,50300,50900,49650,49900,8483106,426947644700,-1.19,005930
2019-10-21,49900,50400,49800,50300,4406531,220999176006,0.8,005930
2019-10-22,50800,51500,50700,51200,10898729,557128142700,1.79,005930
2019-10-23,51300,51500,50800,51200,8663880,443384578580,0.0,005930
2019-10-24,52500,52500,50500,50700,21185785,1077416754960,-0.98,005930
2019-10-25,50800,51200,50500,50900,7879897,400781388215,0.39,005930
2019-10-28,50700,51500,50700,51300,6431522,329526364800,0.79,005930
2019-10-29,51400,51700,50800,51100,7581629,387754807400,-0.39,005930
2019-10-30,50700,50800,50200,50400,8959435,452020459800,-1.37,005930
2019-10-31,51000,51400,50300,50400,10304777,525166427240,0.0,005930
2019-11-01,50600,51200,50400,51200,8467846,422791080695,1.59,005930
2019-11-04,51700,52300,51400,52300,13012411,677400213024,2.15,005930
2019-11-05,52400,52700,52100,52700,10581034,555449246731,0.76,005930
2019-11-06,52900,53500,52700,53300,14361133,762569938800,1.14,005930
2019-11-07,53400,53400,52400,52900,9257116,488509940000,-0.75,005930
2019-11-08,53200,53300,52000,52100,11603290,610282480568,-1.51,005930
2019-11-11,52200,52200,51400,51600,8185952,423836375400,-0.96,005930
2019-11-12,51800,52600,51600,52600,6576148,342965962768,1.94,005930
2019-11-13,52500,52500,52000,52500,6225196,325646010400,-0.19,005930
2019-11-14,51900,52800,51900,52800,12010018,630539802800,0.57,005930
2019-11-15,52900,53700,52600,53700,9703360,518314735700,1.7,005930
2019-11-18,53600,53800,53200,53500,7746554,414198897643,-0.37,005930
2019-11-19,53200,53500,52700,53500,8907177,473053167900,0.0,005930
2019-11-20,53400,53400,52000,52000,12560070,659160082100,-2.8,005930
2019-11-21,51600,52100,50600,51000,14298646,729351449095,-1.92,005930
2019-11-22,51000,51600,50900,51600,8478310,435737139400,1.18,005930
2019-11-25,52200,52600,51700,51800,9050625,472175585364,0.39,005930
2019-11-26,51900,52900,51800,51800,27372226,1424278443400,0.0,005930
2019-11-27,51800,52300,51600,52200,7546261,392691809100,0.77,005930
2019-11-28,51900,52100,51300,51300,6833885,353450137280,-1.72,005930
2019-11-29,51200,51400,50200,50300,11179334,564595695520,-1.95,005930
2019-12-02,50900,51300,50400,50400,18877252,944328229958,0.2,005930
2019-12-03,49800,50300,49500,49900,12059812,602054578125,-0.99,005930
2019-12-04,49600,49850,49000,49450,13246549,654934907032,-0.9,005930
2019-12-05,50200,50400,49500,49500,10449715,520066824288,0.1,005930
2019-12-06,50100,50900,49950,50400,11414563,575969563191,1.82,005930
2019-12-09,50900,51400,50700,51200,8470627,432759572820,1.59,005930
